shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
0000000000000000000o,57249,57209,1013287,13027
0000000000000000000k,44204,44164,1015117,1289
0000000000000000000c,42947,42907,1001862,11929
0000000000000000000r,30207,30167,1008943,25217
0000000000000000000a,235,195,1005372,2331
00000000000000000006,47230,47190,1000334,8589
00000000000000000005,19678,19638,1001228,34724
00000000000000000003,52295,52255,1006774,2956
0000000000000000000l,45372,45332,1001660,15331
0000000000000000000j,43647,43607,1001467,9991
0000000000000000000w,52619,52579,1002039,17750
0000000000000000000m,23777,23737,1003508,15377
0000000000000000000n,44223,44183,1005048,21123
0000000000000000000g,55630,55590,1001145,11613
0000000000000000000b,52418,52378,1005867,10262
0000000000000000000q,7375,7335,1009270,8845
0000000000000000000u,54095,54055,1013433,14266
00000000000000000008,56756,56716,1008051,24549
0000000000000000000h,24901,24861,1005848,17314
0000000000000000000i,16222,16182,1014933,26948
0000000000000000000p,15967,15927,1013437,21221
0000000000000000000d,54260,54220,1012950,8008
0000000000000000000v,20887,20847,1010899,15279
0000000000000000000f,44864,44824,1011327,10599
00000000000000000004,47124,47084,1015064,1215
0000000000000000000s,44697,44657,1006186,4521
00000000000000000009,6710,6670,1007475,6366
00000000000000000002,14132,14092,1008655,7240
0000000000000000000e,10202,10162,1009303,24130
0000000000000000000t,9555,9515,1001876,6927
00000000000000000001,2601,2561,1004207,31761
00000000000000000007,19784,19744,1012796,5438
0000000000000000000o,52970,52930,1003902,15957
0000000000000000000k,8716,8676,1001297,6708
0000000000000000000c,17224,17184,1013624,23288
0000000000000000000r,33627,33587,1012045,23605
0000000000000000000a,27851,27811,1014562,12239
00000000000000000006,30101,30061,1006987,22608
00000000000000000005,39632,39592,1014566,21900
00000000000000000003,11927,11887,1011381,13125
0000000000000000000l,29425,29385,1012667,29442
0000000000000000000j,10997,10957,1012848,24751
0000000000000000000w,51556,51516,1008882,27307
0000000000000000000m,53824,53784,1009755,8096
0000000000000000000n,15378,15338,1000924,19921
0000000000000000000g,11725,11685,1014001,20738
0000000000000000000b,27726,27686,1002461,18446
0000000000000000000q,54305,54265,1006343,9072
0000000000000000000u,31777,31737,1001747,1924
00000000000000000008,7007,6967,1015387,33930
0000000000000000000h,3188,3148,1008750,10814
0000000000000000000i,53983,53943,1006175,16910
0000000000000000000p,53856,53816,1009256,30115
0000000000000000000d,23122,23082,1015324,1952
0000000000000000000v,33737,33697,1008056,13499
0000000000000000000f,54471,54431,1010967,31721
00000000000000000004,1496,1456,1002012,5288
0000000000000000000s,52383,52343,1013977,25685
00000000000000000009,23533,23493,1005787,15584
00000000000000000002,2818,2778,1000171,33998
0000000000000000000e,16597,16557,1002621,27270
0000000000000000000t,6714,6674,1004637,9544
00000000000000000001,15100,15060,1006099,9579
00000000000000000007,44452,44412,1012560,18049
0000000000000000000o,47423,47383,1005744,30458
0000000000000000000k,54808,54768,1006296,22781
0000000000000000000c,53500,53460,1006957,12837
0000000000000000000r,36973,36933,1001076,6461
0000000000000000000a,37559,37519,1000873,15289
00000000000000000006,25664,25624,1011019,33130
00000000000000000005,862,822,1001675,17220
00000000000000000003,38205,38165,1005097,22073
0000000000000000000l,35694,35654,1009724,12222
0000000000000000000j,28050,28010,1000691,16148
0000000000000000000w,28471,28431,1007949,7699
0000000000000000000m,18591,18551,1002878,11791
0000000000000000000n,37751,37711,1014928,7409
0000000000000000000g,25829,25789,1012227,13568
0000000000000000000b,40792,40752,1009063,20362
0000000000000000000q,28573,28533,1003600,27457
0000000000000000000u,4819,4779,1005360,29347
00000000000000000008,56525,56485,1009370,1761
0000000000000000000h,8985,8945,1011541,26150
0000000000000000000i,39306,39266,1008287,28111
0000000000000000000p,2127,2087,1005153,2658
0000000000000000000d,5079,5039,1012678,11738
0000000000000000000v,19442,19402,1007135,3610
0000000000000000000f,24682,24642,1001482,9698
00000000000000000004,34593,34553,1004063,27778
0000000000000000000s,1227,1187,1000600,22075
00000000000000000009,13423,13383,1014329,33739
00000000000000000002,38630,38590,1001201,31522
0000000000000000000e,38541,38501,1014498,28096
0000000000000000000t,17003,16963,1008170,14080
00000000000000000001,4963,4923,1001868,7258
00000000000000000007,1963,1923,1009147,32080
0000000000000000000o,15234,15194,1013267,7488
0000000000000000000k,22803,22763,1010277,12042
0000000000000000000c,8521,8481,1013807,14077
0000000000000000000r,52382,52342,1010330,6532
0000000000000000000a,13113,13073,1000494,28573
00000000000000000006,50849,50809,1009321,14459
00000000000000000005,40783,40743,1000107,34593
00000000000000000003,1512,1472,1007599,7235
0000000000000000000l,56255,56215,1014223,1190
0000000000000000000j,3662,3622,1008961,30210
0000000000000000000w,12485,12445,1008060,10601
0000000000000000000m,11640,11600,1005899,18340
0000000000000000000n,7156,7116,1000111,31540
0000000000000000000g,22061,22021,1012752,32452
0000000000000000000b,28963,28923,1014158,29703
0000000000000000000q,9481,9441,1002002,28351
0000000000000000000u,45296,45256,1009860,12743
00000000000000000008,51665,51625,1006330,12556
0000000000000000000h,44059,44019,1004519,7525
0000000000000000000i,52320,52280,1008404,20996
0000000000000000000p,51422,51382,1001314,31350
0000000000000000000d,34112,34072,1011435,26323
0000000000000000000v,45218,45178,1000689,33927
0000000000000000000f,32789,32749,1011513,10088
00000000000000000004,25061,25021,1011578,18439
0000000000000000000s,54942,54902,1001551,29202
00000000000000000009,33081,33041,1008624,34625
00000000000000000002,55117,55077,1003481,17669
0000000000000000000e,28275,28235,1015685,27534
0000000000000000000t,32706,32666,1001402,20687
00000000000000000001,4975,4935,1008676,6104
00000000000000000007,4710,4670,1006660,18453
0000000000000000000o,30147,30107,1011431,11718
0000000000000000000k,33495,33455,1014390,32366
0000000000000000000c,1051,1011,1012179,32338
0000000000000000000r,44696,44656,1005919,25562
0000000000000000000a,6468,6428,1012567,4830
00000000000000000006,55571,55531,1015638,10849
00000000000000000005,38140,38100,1000320,25380
00000000000000000003,19964,19924,1006978,9731
0000000000000000000l,21504,21464,1007370,21603
0000000000000000000j,56799,56759,1015086,27770
0000000000000000000w,35307,35267,1011439,20139
0000000000000000000m,34399,34359,1008011,4486
0000000000000000000n,14669,14629,1014266,10223
0000000000000000000g,40153,40113,1004963,11360
0000000000000000000b,7095,7055,1000769,33842
0000000000000000000q,7299,7259,1010842,34074
0000000000000000000u,56667,56627,1003549,33315
00000000000000000008,3363,3323,1005812,1130
0000000000000000000h,4182,4142,1006221,31008
0000000000000000000i,2374,2334,1005196,3711
0000000000000000000p,8767,8727,1000491,24485
0000000000000000000d,11911,11871,1010792,25193
0000000000000000000v,57993,57953,1011345,1125
0000000000000000000f,24246,24206,1015709,7677
00000000000000000004,57718,57678,1001223,26409
0000000000000000000s,57699,57659,1010740,7492
00000000000000000009,53101,53061,1001560,13010
00000000000000000002,40418,40378,1006510,27227
0000000000000000000e,26294,26254,1001711,10367
0000000000000000000t,53319,53279,1013809,8739
00000000000000000001,37793,37753,1013159,14775
00000000000000000007,35993,35953,1002825,28434
0000000000000000000o,405,365,1005456,34740
0000000000000000000k,2976,2936,1002783,6828
0000000000000000000c,10531,10491,1003439,4193
0000000000000000000r,38787,38747,1004644,14676
0000000000000000000a,11275,11235,1004496,293
00000000000000000006,18829,18789,1006850,14412
00000000000000000005,46843,46803,1002411,10469
00000000000000000003,26027,25987,1003775,33423
0000000000000000000l,57054,57014,1013282,25853
0000000000000000000j,37893,37853,1013907,9672
0000000000000000000w,56631,56591,1005828,14016
0000000000000000000m,8112,8072,1010093,8400
0000000000000000000n,53407,53367,1010159,32740
0000000000000000000g,14467,14427,1014311,22843
0000000000000000000b,50607,50567,1014941,27841
0000000000000000000q,36888,36848,1015373,31412
0000000000000000000u,16989,16949,1007492,1476
00000000000000000008,1575,1535,1012769,13512
0000000000000000000h,16497,16457,1014917,13069
0000000000000000000i,38168,38128,1009565,30823
0000000000000000000p,26740,26700,1014420,7022
0000000000000000000d,11932,11892,1008985,24072
0000000000000000000v,22236,22196,1012539,25250
0000000000000000000f,47590,47550,1014851,10317
00000000000000000004,6795,6755,1011139,25866
0000000000000000000s,34702,34662,1011321,23705
00000000000000000009,42136,42096,1013419,17974
00000000000000000002,36228,36188,1015319,3451
0000000000000000000e,57275,57235,1006846,2749
0000000000000000000t,50496,50456,1011550,742
00000000000000000001,10026,9986,1005140,34109
00000000000000000007,16580,16540,1015333,5553
0000000000000000000o,2600,2560,1010234,15493
0000000000000000000k,19542,19502,1003429,4833
0000000000000000000c,19383,19343,1000993,31322
0000000000000000000r,11518,11478,1010878,5218
0000000000000000000a,37297,37257,1014689,23890
00000000000000000006,15964,15924,1001439,10564
00000000000000000005,53534,53494,1012507,770
00000000000000000003,45201,45161,1009913,12742
0000000000000000000l,28675,28635,1012689,102
0000000000000000000j,29503,29463,1001422,24684
0000000000000000000w,29873,29833,1001294,1572
0000000000000000000m,19410,19370,1012898,33128
0000000000000000000n,50691,50651,1005553,16736
0000000000000000000g,57216,57176,1010175,27536
0000000000000000000b,36218,36178,1012263,22311
0000000000000000000q,54855,54815,1008998,13859
0000000000000000000u,24512,24472,1009245,14128
00000000000000000008,22087,22047,1015340,18874
0000000000000000000h,35255,35215,1011928,3777
0000000000000000000i,21815,21775,1007704,14007
0000000000000000000p,28629,28589,1004960,11150
0000000000000000000d,18371,18331,1000043,645
0000000000000000000v,36010,35970,1010165,11707
0000000000000000000f,4519,4479,1004888,33010
00000000000000000004,327,287,1003749,17254
0000000000000000000s,7404,7364,1006990,32944
00000000000000000009,52400,52360,1008515,29604
00000000000000000002,19091,19051,1006899,24631
0000000000000000000e,10244,10204,1013158,3277
0000000000000000000t,29241,29201,1003434,8471
00000000000000000001,6976,6936,1007736,21005
00000000000000000007,27886,27846,1006054,18785
0000000000000000000o,38571,38531,1005005,414
0000000000000000000k,24263,24223,1010933,185
0000000000000000000c,53257,53217,1002443,34016
0000000000000000000r,6933,6893,1008999,31626
0000000000000000000a,29184,29144,1011300,12263
00000000000000000006,52678,52638,1012167,6584
00000000000000000005,38055,38015,1003770,30145
00000000000000000003,43714,43674,1012072,34256
0000000000000000000l,47448,47408,1004838,8201
0000000000000000000j,18863,18823,1004422,9191
0000000000000000000w,55071,55031,1003678,24156
0000000000000000000m,17143,17103,1009684,29546
0000000000000000000n,38843,38803,1001305,4816
0000000000000000000g,54349,54309,1015560,20064
0000000000000000000b,42425,42385,1010374,14383
0000000000000000000q,56904,56864,1010192,743
0000000000000000000u,56870,56830,1007821,11747
00000000000000000008,52489,52449,1012804,30671
0000000000000000000h,31131,31091,1013251,22160
0000000000000000000i,23837,23797,1006405,12493
0000000000000000000p,5740,5700,1002595,23216
0000000000000000000d,4826,4786,1010460,18104
0000000000000000000v,43900,43860,1002502,10850
0000000000000000000f,13842,13802,1005225,25622
00000000000000000004,40025,39985,1012310,338
0000000000000000000s,11332,11292,1002924,19407
00000000000000000009,32623,32583,1007346,17453
00000000000000000002,33609,33569,1001547,23500
0000000000000000000e,23495,23455,1009149,12714
0000000000000000000t,33909,33869,1013751,6924
00000000000000000001,44654,44614,1006180,24360
00000000000000000007,11500,11460,1009505,31093
0000000000000000000o,23347,23307,1006814,24281
0000000000000000000k,40166,40126,1006808,9785
0000000000000000000c,10241,10201,1006803,31550
0000000000000000000r,13052,13012,1009476,34872
0000000000000000000a,48851,48811,1002550,20360
00000000000000000006,11948,11908,1004636,26973
00000000000000000005,24317,24277,1011256,27271
00000000000000000003,15617,15577,1013601,25659
0000000000000000000l,24102,24062,1012805,9292
0000000000000000000j,22870,22830,1004173,7892
0000000000000000000w,24735,24695,1009595,9807
0000000000000000000m,12554,12514,1004691,19919
0000000000000000000n,28338,28298,1003586,20254
0000000000000000000g,47952,47912,1013307,1321
0000000000000000000b,34234,34194,1011377,19673
0000000000000000000q,16727,16687,1004079,15845
0000000000000000000u,38174,38134,1004824,34376
00000000000000000008,28192,28152,1002082,18743
0000000000000000000h,12620,12580,1003588,32124
0000000000000000000i,44310,44270,1007669,720
0000000000000000000p,13059,13019,1005006,28914
0000000000000000000d,50545,50505,1011175,24902
0000000000000000000v,21884,21844,1004028,26104
0000000000000000000f,33680,33640,1000664,16979
00000000000000000004,40677,40637,1010219,8795
0000000000000000000s,33900,33860,1015327,28327
00000000000000000009,17593,17553,1008782,24016
00000000000000000002,47740,47700,1012830,11698
0000000000000000000e,43095,43055,1004526,30832
0000000000000000000t,19038,18998,1010879,24792
00000000000000000001,49840,49800,1004877,15576
00000000000000000007,51280,51240,1014556,10635
0000000000000000000o,29379,29339,1014560,9456
0000000000000000000k,57693,57653,1007699,26198
0000000000000000000c,51649,51609,1012149,13646
0000000000000000000r,38847,38807,1014131,2233
0000000000000000000a,25010,24970,1012277,16318
00000000000000000006,42600,42560,1010098,18684
00000000000000000005,9108,9068,1002970,21393
00000000000000000003,42462,42422,1005061,22068
0000000000000000000l,27519,27479,1005671,16188
0000000000000000000j,49760,49720,1002692,17379
0000000000000000000w,31920,31880,1005564,5592
0000000000000000000m,14769,14729,1007562,33555
0000000000000000000n,13583,13543,1001221,20067
0000000000000000000g,8499,8459,1003306,26611
0000000000000000000b,47058,47018,1009741,32789
0000000000000000000q,50564,50524,1005966,34701
0000000000000000000u,26482,26442,1005502,15993
00000000000000000008,2873,2833,1002198,970
0000000000000000000h,6875,6835,1004448,34734
0000000000000000000i,54062,54022,1008481,5376
0000000000000000000p,49540,49500,1007823,953
0000000000000000000d,31076,31036,1014695,30620
0000000000000000000v,10527,10487,1013602,9818
0000000000000000000f,37819,37779,1005070,12945
00000000000000000004,42285,42245,1013745,32597
0000000000000000000s,23024,22984,1008801,32335
00000000000000000009,29679,29639,1004681,24836
00000000000000000002,26365,26325,1007167,10132
0000000000000000000e,51092,51052,1002299,66
0000000000000000000t,54255,54215,1000403,15972
00000000000000000001,19677,19637,1001242,11390
00000000000000000007,52053,52013,1000314,23950
0000000000000000000o,4439,4399,1008219,4973
0000000000000000000k,15348,15308,1012405,3430
0000000000000000000c,4465,4425,1001679,30036
0000000000000000000r,37967,37927,1006065,16160
0000000000000000000a,27302,27262,1011924,10603
00000000000000000006,23913,23873,1005220,9953
00000000000000000005,56472,56432,1002322,8554
00000000000000000003,56176,56136,1008705,25518
0000000000000000000l,50122,50082,1006306,14209
0000000000000000000j,19521,19481,1014394,10913
0000000000000000000w,14301,14261,1000430,21753
0000000000000000000m,51100,51060,1003816,4475
0000000000000000000n,56191,56151,1014959,29830
0000000000000000000g,28555,28515,1005038,18644
0000000000000000000b,463,423,1014694,11713
0000000000000000000q,2403,2363,1014675,34462
0000000000000000000u,45766,45726,1007101,29528
00000000000000000008,17170,17130,1003539,25916
0000000000000000000h,45377,45337,1013744,19340
0000000000000000000i,36458,36418,1000487,13273
0000000000000000000p,12932,12892,1012078,11970
0000000000000000000d,19811,19771,1002897,5681
0000000000000000000v,34150,34110,1000812,33967
0000000000000000000f,54414,54374,1009653,19768
00000000000000000004,44801,44761,1014374,19474
0000000000000000000s,31878,31838,1015122,12567
00000000000000000009,4605,4565,1009443,13687
00000000000000000002,4737,4697,1008390,12155
0000000000000000000e,36681,36641,1006046,24066
0000000000000000000t,54493,54453,1008761,23798
00000000000000000001,37765,37725,1005251,32501
00000000000000000007,29217,29177,1008446,31465
0000000000000000000o,37539,37499,1001628,14302
0000000000000000000k,25596,25556,1013573,10529
0000000000000000000c,16726,16686,1006765,1858
0000000000000000000r,37932,37892,1015014,8648
0000000000000000000a,40558,40518,1012047,16870
00000000000000000006,5102,5062,1015046,79
00000000000000000005,25008,24968,1010502,19118
00000000000000000003,42116,42076,1010858,26418
0000000000000000000l,16017,15977,1010275,7136
0000000000000000000j,49000,48960,1010909,26861
0000000000000000000w,48006,47966,1007092,167
0000000000000000000m,7464,7424,1015589,34495
0000000000000000000n,54579,54539,1015522,4577
0000000000000000000g,26219,26179,1007494,7601
0000000000000000000b,35169,35129,1013253,31611
0000000000000000000q,1003,963,1006889,11068
0000000000000000000u,33080,33040,1000804,28344
00000000000000000008,56213,56173,1005242,27705
0000000000000000000h,16924,16884,1012334,4409
0000000000000000000i,8999,8959,1010461,930
0000000000000000000p,11007,10967,1003378,25054
0000000000000000000d,53976,53936,1001445,18440
0000000000000000000v,52162,52122,1014655,26098
0000000000000000000f,13186,13146,1008831,15527
00000000000000000004,38111,38071,1004608,19688
0000000000000000000s,12946,12906,1014862,3947
00000000000000000009,23199,23159,1005633,32023
00000000000000000002,4350,4310,1012833,20119
0000000000000000000e,43030,42990,1005252,13770
0000000000000000000t,3308,3268,1010340,32241
00000000000000000001,1395,1355,1001964,2088
00000000000000000007,27941,27901,1012280,5281
0000000000000000000o,51881,51841,1002895,12214
0000000000000000000k,45187,45147,1000328,29411
0000000000000000000c,25287,25247,1000477,17249
0000000000000000000r,9631,9591,1015190,11895
0000000000000000000a,20993,20953,1001912,7223
00000000000000000006,54722,54682,1012448,9880
00000000000000000005,32688,32648,1012085,5205
00000000000000000003,619,579,1007337,16476
0000000000000000000l,40155,40115,1012617,7321
0000000000000000000j,7579,7539,1004116,34183
0000000000000000000w,24424,24384,1003011,33158
0000000000000000000m,791,751,1009144,23996
0000000000000000000n,19232,19192,1012541,6858
0000000000000000000g,44366,44326,1006670,19864
0000000000000000000b,26611,26571,1013851,6944
0000000000000000000q,30030,29990,1014511,4348
0000000000000000000u,57404,57364,1011316,28634
00000000000000000008,12686,12646,1001122,29221
0000000000000000000h,6691,6651,1005574,33667
0000000000000000000i,9534,9494,1006198,15040
0000000000000000000p,29626,29586,1010222,25086
0000000000000000000d,22566,22526,1001933,2813
0000000000000000000v,51170,51130,1015226,12764
0000000000000000000f,44942,44902,1010153,10066
00000000000000000004,16570,16530,1011109,24975
0000000000000000000s,180,140,1009398,7960
00000000000000000009,33920,33880,1009400,26263
00000000000000000002,27231,27191,1004938,20192
0000000000000000000e,4528,4488,1009558,33031
0000000000000000000t,27388,27348,1012726,7606
00000000000000000001,18058,18018,1004545,24422
00000000000000000007,28258,28218,1006834,9947
0000000000000000000o,28592,28552,1005374,7102
0000000000000000000k,9417,9377,1000228,18633
0000000000000000000c,38195,38155,1013327,9051
0000000000000000000r,33274,33234,1000453,4806
0000000000000000000a,42428,42388,1009382,34001
00000000000000000006,57630,57590,1009795,27996
00000000000000000005,36403,36363,1015038,8559
00000000000000000003,21023,20983,1000451,34240
0000000000000000000l,11588,11548,1008898,31578
0000000000000000000j,17128,17088,1005205,302
0000000000000000000w,35213,35173,1015011,6556
0000000000000000000m,11651,11611,1015496,34067
0000000000000000000n,9818,9778,1013678,27304
0000000000000000000g,21654,21614,1009736,7370
0000000000000000000b,30472,30432,1003438,3732
0000000000000000000q,16330,16290,1005911,3117
0000000000000000000u,42103,42063,1002858,19867
00000000000000000008,3673,3633,1012330,7670
0000000000000000000h,56671,56631,1013897,21969
0000000000000000000i,4331,4291,1003496,16339
0000000000000000000p,38432,38392,1010044,34713
0000000000000000000d,21679,21639,1003361,294
0000000000000000000v,36522,36482,1013097,17300
0000000000000000000f,28420,28380,1007710,26807
00000000000000000004,43387,43347,1015694,17326
0000000000000000000s,7884,7844,1003578,26444
00000000000000000009,38367,38327,1010101,19958
00000000000000000002,15133,15093,1009483,29692
0000000000000000000e,52438,52398,1002982,30124
0000000000000000000t,44457,44417,1015044,29013
00000000000000000001,48633,48593,1011880,20936
00000000000000000007,15121,15081,1009557,7579
0000000000000000000o,49534,49494,1012484,34064
0000000000000000000k,2577,2537,1008730,16843
0000000000000000000c,13976,13936,1012356,23906
0000000000000000000r,23461,23421,1000309,34209
0000000000000000000a,50908,50868,1013390,26236
00000000000000000006,9727,9687,1003894,30230
00000000000000000005,44225,44185,1013114,15441
00000000000000000003,53551,53511,1005406,22284
0000000000000000000l,49315,49275,1007972,1026
0000000000000000000j,24233,24193,1012884,26202
0000000000000000000w,54572,54532,1001512,21695
0000000000000000000m,16283,16243,1004461,7865
0000000000000000000n,30729,30689,1000259,3273
0000000000000000000g,26556,26516,1009060,23935
0000000000000000000b,16720,16680,1015362,24031
0000000000000000000q,36480,36440,1004318,15328
0000000000000000000u,18256,18216,1013205,9265
00000000000000000008,8180,8140,1015257,30343
0000000000000000000h,43587,43547,1011526,2697
0000000000000000000i,38099,38059,1012306,32332
0000000000000000000p,10042,10002,1008403,24110
0000000000000000000d,20452,20412,1015735,34446
0000000000000000000v,39597,39557,1007515,18253
0000000000000000000f,46693,46653,1000075,17094
00000000000000000004,4369,4329,1001306,1446
0000000000000000000s,47628,47588,1007024,2864
00000000000000000009,15991,15951,1012059,22265
00000000000000000002,26381,26341,1006176,8586
0000000000000000000e,7259,7219,1002138,15420
0000000000000000000t,46987,46947,1012234,31529
00000000000000000001,21669,21629,1008865,29790
00000000000000000007,34102,34062,1012416,8964
0000000000000000000o,42798,42758,1004341,26383
0000000000000000000k,47167,47127,1009401,33859
0000000000000000000c,4432,4392,1013990,3847
0000000000000000000r,5412,5372,1009745,30947
0000000000000000000a,21607,21567,1003110,25739
00000000000000000006,19098,19058,1004976,28652
00000000000000000005,11938,11898,1003915,33577
00000000000000000003,3688,3648,1012621,25391
0000000000000000000l,35104,35064,1008145,463
0000000000000000000j,26534,26494,1000374,12043
0000000000000000000w,11396,11356,1006339,14319
0000000000000000000m,48111,48071,1000289,2510
0000000000000000000n,32874,32834,1003519,7402
0000000000000000000g,45631,45591,1010054,9128
0000000000000000000b,32732,32692,1004255,8910
0000000000000000000q,11267,11227,1013086,32801
0000000000000000000u,16893,16853,1013280,137
00000000000000000008,49525,49485,1013423,33154
0000000000000000000h,52643,52603,1000389,23028
0000000000000000000i,29585,29545,1012249,19759
0000000000000000000p,49717,49677,1005179,31363
0000000000000000000d,21514,21474,1012935,6792
0000000000000000000v,27375,27335,1001060,28236
0000000000000000000f,14912,14872,1014547,32908
00000000000000000004,37721,37681,1002460,18158
0000000000000000000s,18569,18529,1004557,17015
00000000000000000009,52369,52329,1002520,17507
00000000000000000002,3661,3621,1009581,4107
0000000000000000000e,53924,53884,1001373,15133
0000000000000000000t,39578,39538,1006465,22426
00000000000000000001,34010,33970,1014187,26930
00000000000000000007,20534,20494,1001791,16865
0000000000000000000o,55846,55806,1011933,23084
0000000000000000000k,4687,4647,1007737,20461
0000000000000000000c,24581,24541,1003990,10822
0000000000000000000r,38785,38745,1004789,18846
0000000000000000000a,49925,49885,1003370,15902
00000000000000000006,54721,54681,1015275,33938
00000000000000000005,32446,32406,1004863,12750
00000000000000000003,42058,42018,1005706,1186
0000000000000000000l,36373,36333,1012587,28912
0000000000000000000j,42021,41981,1014399,12634
0000000000000000000w,1569,1529,1004246,30713
0000000000000000000m,41711,41671,1006749,32324
0000000000000000000n,47275,47235,1002424,22174
0000000000000000000g,30568,30528,1008258,21373
0000000000000000000b,34363,34323,1013799,21685
0000000000000000000q,5957,5917,1006764,22243
0000000000000000000u,31912,31872,1003618,26367
00000000000000000008,12833,12793,1011083,10665
0000000000000000000h,41070,41030,1000373,6350
0000000000000000000i,29003,28963,1007377,26127
0000000000000000000p,8876,8836,1009264,22545
0000000000000000000d,38289,38249,1007462,17843
0000000000000000000v,56022,55982,1005509,17877
0000000000000000000f,47279,47239,1003718,26105
00000000000000000004,31536,31496,1004759,17221
0000000000000000000s,21844,21804,1003980,389
00000000000000000009,57468,57428,1003953,32445
00000000000000000002,12539,12499,1010410,26326
0000000000000000000e,24708,24668,1002083,9613
0000000000000000000t,13454,13414,1003830,26277
00000000000000000001,46132,46092,1006017,25547
00000000000000000007,53971,53931,1010456,16728
0000000000000000000o,50952,50912,1007344,29204
0000000000000000000k,20375,20335,1015390,23125
0000000000000000000c,20963,20923,1014361,14778
0000000000000000000r,24415,24375,1009991,32830
0000000000000000000a,54718,54678,1007754,22976
00000000000000000006,31720,31680,1003185,26099
00000000000000000005,51904,51864,1004386,15769
00000000000000000003,50753,50713,1005208,15984
0000000000000000000l,22750,22710,1013697,12914
0000000000000000000j,48583,48543,1014334,25095
0000000000000000000w,47095,47055,1009234,19492
0000000000000000000m,46392,46352,1005192,16923
0000000000000000000n,16888,16848,1002949,19410
0000000000000000000g,56714,56674,1013396,4450
0000000000000000000b,14737,14697,1003069,1982
0000000000000000000q,56609,56569,1006921,28546
0000000000000000000u,7572,7532,1011222,7925
00000000000000000008,22730,22690,1015402,17793
0000000000000000000h,5837,5797,1011136,5777
0000000000000000000i,2872,2832,1003650,14079
0000000000000000000p,48314,48274,1001754,7016
0000000000000000000d,33766,33726,1012093,33761
0000000000000000000v,20156,20116,1013946,19891
0000000000000000000f,38124,38084,1008679,13478
00000000000000000004,16092,16052,1000014,1913
0000000000000000000s,41168,41128,1003147,29572
00000000000000000009,52719,52679,1009690,2654
00000000000000000002,47977,47937,1009575,24194
0000000000000000000e,446,406,1003707,14567
0000000000000000000t,57554,57514,1000490,25109
00000000000000000001,18011,17971,1009645,25803
00000000000000000007,48893,48853,1010610,21432
0000000000000000000o,22112,22072,1014651,5995
0000000000000000000k,41305,41265,1008907,16715
0000000000000000000c,39348,39308,1001960,30340
0000000000000000000r,12291,12251,1006169,28189
0000000000000000000a,46082,46042,1011917,21534
00000000000000000006,41871,41831,1000780,11072
00000000000000000005,22839,22799,1001005,1156
00000000000000000003,17233,17193,1003565,4641
0000000000000000000l,15490,15450,1015043,23089
0000000000000000000j,38829,38789,1015054,17816
0000000000000000000w,45469,45429,1005400,11343
0000000000000000000m,24184,24144,1006520,8773
0000000000000000000n,42714,42674,1006807,23003
0000000000000000000g,26839,26799,1010773,7279
0000000000000000000b,9594,9554,1006747,25839
0000000000000000000q,12039,11999,1006316,31675
0000000000000000000u,3711,3671,1006766,26780
00000000000000000008,42720,42680,1005101,15380
0000000000000000000h,28291,28251,1015518,21849
0000000000000000000i,36578,36538,1010328,26451
0000000000000000000p,41972,41932,1006380,950
0000000000000000000d,47281,47241,1000330,29894
0000000000000000000v,32020,31980,1008675,34132
0000000000000000000f,38969,38929,1010954,7310
00000000000000000004,20576,20536,1004267,1882
0000000000000000000s,34266,34226,1002541,14142
00000000000000000009,51375,51335,1014663,22262
00000000000000000002,22738,22698,1009019,12657
0000000000000000000e,45836,45796,1014310,22312
0000000000000000000t,16527,16487,1010443,1910
00000000000000000001,15743,15703,1006944,3805
00000000000000000007,52,12,1012979,20783
0000000000000000000o,2944,2904,1015085,29336
0000000000000000000k,2787,2747,1009251,5699
0000000000000000000c,56658,56618,1000750,4692
0000000000000000000r,1185,1145,1013133,18837
0000000000000000000a,53810,53770,1007206,23440
00000000000000000006,11990,11950,1012750,7950
00000000000000000005,18846,18806,1010039,23843
00000000000000000003,50957,50917,1007765,8300
0000000000000000000l,21585,21545,1001781,8540
0000000000000000000j,13774,13734,1003171,21557
0000000000000000000w,23569,23529,1007968,16638
0000000000000000000m,11059,11019,1005174,26276
0000000000000000000n,20032,19992,1001910,23135
0000000000000000000g,37960,37920,1002399,21247
0000000000000000000b,22862,22822,1006687,19122
0000000000000000000q,22799,22759,1012137,27386
0000000000000000000u,7553,7513,1011384,27214
00000000000000000008,18132,18092,1014015,12885
0000000000000000000h,8143,8103,1012671,18077
0000000000000000000i,29897,29857,1010713,29670
0000000000000000000p,25218,25178,1006153,4407
0000000000000000000d,49451,49411,1000381,8250
0000000000000000000v,57145,57105,1002925,18415
0000000000000000000f,19036,18996,1007588,23708
00000000000000000004,48412,48372,1011740,15379
0000000000000000000s,5713,5673,1005162,21607
00000000000000000009,23646,23606,1000765,28738
00000000000000000002,12521,12481,1008272,25703
0000000000000000000e,20352,20312,1001523,19940
0000000000000000000t,15397,15357,1014169,25336
00000000000000000001,16323,16283,1009862,31129
00000000000000000007,40409,40369,1011648,32993
0000000000000000000o,4752,4712,1003368,15033
0000000000000000000k,40311,40271,1014791,20646
0000000000000000000c,45331,45291,1009377,9356
0000000000000000000r,42595,42555,1003181,8347
